x,y,z
491512.77990000043,5918885.963500001,-1.0
491512.7028999999,5918886.9605,-1.0
491512.6257999996,5918887.957599999,-1.0
491512.5488,5918888.954600001,-1.0
491512.47169999965,5918889.9516,-1.0
491512.39470000006,5918890.9486,-1.0
491512.3175999997,5918891.945699999,-1.0
491512.24060000014,5918892.9427000005,-1.0
491512.1634999998,5918893.9397,-1.0
491512.0865000002,5918894.936799999,-1.0
491512.00939999986,5918895.933800001,-1.0
491511.9324000003,5918896.9308,-1.0
491511.85529999994,5918897.9278,-1.0
491511.77830000035,5918898.924900001,-1.0
491511.70129999984,5918899.9219,-1.0
491511.6242000004,5918900.9189,-1.0
491511.5471999999,5918901.915899999,-1.0
491511.47009999957,5918902.913000001,-1.0
491511.3931,5918903.91,-1.0
491511.31599999964,5918904.907,-1.0
491511.23900000006,5918905.904100001,-1.0
491511.1618999997,5918906.9011,-1.0
491511.08490000013,5918907.8981,-1.0
491511.0077999998,5918908.895099999,-1.0
491510.9308000002,5918909.892200001,-1.0
491510.85369999986,5918910.8892,-1.0
491510.7767000003,5918911.8862,-1.0
491510.69959999993,5918912.883300001,-1.0
491510.62260000035,5918913.8803,-1.0
491510.5455,5918914.8773,-1.0
491510.4685000004,5918915.874299999,-1.0
491510.3914000001,5918916.8714000005,-1.0
491510.31439999957,5918917.8684,-1.0
491510.23730000015,5918918.8654,-1.0
491510.16029999964,5918919.862400001,-1.0
491510.0832000002,5918920.8595,-1.0
491510.0061999997,5918921.8565,-1.0
491509.9291000003,5918922.853499999,-1.0
491509.8520999998,5918923.8506000005,-1.0
491509.7751000002,5918924.8476,-1.0
491509.69799999986,5918925.8445999995,-1.0
491509.6210000003,5918926.841600001,-1.0
491509.54389999993,5918927.8387,-1.0
491509.46690000035,5918928.8357,-1.0
491509.3898,5918929.832699999,-1.0
491509.3128000004,5918930.829700001,-1.0
491509.2357000001,5918931.8268,-1.0
491509.15869999956,5918932.823799999,-1.0
491509.08160000015,5918933.820800001,-1.0
491509.00459999964,5918934.8179,-1.0
491508.9275000002,5918935.8149,-1.0
491508.8504999997,5918936.811899999,-1.0
491508.7734000003,5918937.8089000005,-1.0
491508.6963999998,5918938.806,-1.0
491508.61930000037,5918939.802999999,-1.0
491508.54229999986,5918940.800000001,-1.0
491508.46520000044,5918941.797,-1.0
491508.3881999999,5918942.7941,-1.0
491508.3110999996,5918943.791099999,-1.0
491508.2341,5918944.7881000005,-1.0
491508.15699999966,5918945.7852,-1.0
491508.0800000001,5918946.782199999,-1.0
491508.00299999956,5918947.779200001,-1.0
491507.92590000015,5918948.7762,-1.0
491507.84889999963,5918949.7733,-1.0
491507.7718000002,5918950.770300001,-1.0
491507.6947999997,5918951.7673,-1.0
491507.6177000003,5918952.7643,-1.0
491507.5406999998,5918953.761399999,-1.0
491507.46360000037,5918954.758400001,-1.0
491507.38659999985,5918955.7554,-1.0
491507.30950000044,5918956.7524999995,-1.0
491507.2324999999,5918957.749500001,-1.0
491507.1553999996,5918958.7465,-1.0
491507.0784,5918959.7435,-1.0
491507.00129999965,5918960.740599999,-1.0
491506.9243000001,5918961.737600001,-1.0
491506.8471999997,5918962.7346,-1.0
491506.77020000014,5918963.7316,-1.0
491506.6930999998,5918964.728700001,-1.0
491506.6161000002,5918965.7257,-1.0
491506.5389999999,5918966.7227,-1.0
491506.4620000003,5918967.719799999,-1.0
491506.38489999995,5918968.7168000005,-1.0
491506.30790000036,5918969.7138,-1.0
491506.23089999985,5918970.7108,-1.0
491506.15380000044,5918971.707900001,-1.0
491506.0767999999,5918972.7049,-1.0
491505.9996999996,5918973.7019,-1.0
491505.9227,5918974.698899999,-1.0
491505.84559999965,5918975.696,-1.0
491505.76860000007,5918976.693,-1.0
491505.6914999997,5918977.6899999995,-1.0
491505.61450000014,5918978.687100001,-1.0
491505.5373999998,5918979.6841,-1.0
491505.4604000002,5918980.6811,-1.0
491505.38329999987,5918981.678099999,-1.0
491505.3063000003,5918982.6752,-1.0
491505.22919999994,5918983.6722,-1.0
491505.15220000036,5918984.669199999,-1.0
491505.0751,5918985.666300001,-1.0
491504.99810000043,5918986.6633,-1.0
491504.9210000001,5918987.6603,-1.0
491504.8439999996,5918988.657299999,-1.0
491504.76690000016,5918989.6544,-1.0
491504.68989999965,5918990.6514,-1.0
491504.61280000024,5918991.648399999,-1.0
491504.5357999997,5918992.645400001,-1.0
491504.45880000014,5918993.6425,-1.0
491504.3816999998,5918994.6395,-1.0
491504.3047000002,5918995.636499999,-1.0
491504.22759999987,5918996.6336,-1.0
491504.1506000003,5918997.6306,-1.0
491504.07349999994,5918998.627599999,-1.0
491503.99650000036,5918999.624600001,-1.0
491503.9194,5919000.6217,-1.0
491503.84240000043,5919001.6186999995,-1.0
491503.7653000001,5919002.615700001,-1.0
491503.6882999996,5919003.6127,-1.0
491503.61120000016,5919004.6098,-1.0
491503.53419999965,5919005.606799999,-1.0
491503.45710000023,5919006.603800001,-1.0
491503.3800999997,5919007.6009,-1.0
491503.3030000003,5919008.5978999995,-1.0
491503.2259999998,5919009.594900001,-1.0
491503.1489000004,5919010.5919,-1.0
491503.07189999986,5919011.589,-1.0
491502.99480000045,5919012.585999999,-1.0
491502.91779999994,5919013.583000001,-1.0
491502.8406999996,5919014.58,-1.0
491502.7637,5919015.577099999,-1.0
491502.6867000004,5919016.574100001,-1.0
491502.6096000001,5919017.5711,-1.0
491502.53259999957,5919018.5682,-1.0
491502.45550000016,5919019.565199999,-1.0
491502.37849999964,5919020.5622000005,-1.0
491502.30140000023,5919021.5592,-1.0
491502.2243999997,5919022.556299999,-1.0
491502.1473000003,5919023.553300001,-1.0
491502.0702999998,5919024.5503,-1.0
491501.9932000004,5919025.5473,-1.0
491501.91619999986,5919026.544399999,-1.0
491501.83910000045,5919027.5414,-1.0
491501.76209999993,5919028.5384,-1.0
491501.6849999996,5919029.535499999,-1.0
491501.608,5919030.532500001,-1.0
491501.53089999966,5919031.5295,-1.0
491501.4539000001,5919032.5265,-1.0
491501.37679999974,5919033.523600001,-1.0
491501.29980000015,5919034.5206,-1.0
491501.2226999998,5919035.5176,-1.0
491501.1457000002,5919036.514599999,-1.0
491501.0685999999,5919037.511700001,-1.0
491500.9916000003,5919038.5087,-1.0
491500.9145999998,5919039.5057,-1.0
491500.8375000004,5919040.502800001,-1.0
491500.76049999986,5919041.4998,-1.0
491500.68340000045,5919042.4968,-1.0
491500.60639999993,5919043.493799999,-1.0
491500.5292999996,5919044.490900001,-1.0
491500.4523,5919045.4879,-1.0
491500.37519999966,5919046.4849,-1.0
491500.2982000001,5919047.481899999,-1.0
491500.22109999973,5919048.479,-1.0
491500.14410000015,5919049.476,-1.0
491500.0669999998,5919050.472999999,-1.0
491499.9900000002,5919051.4701000005,-1.0
491499.9128999999,5919052.4671,-1.0
491499.8359000003,5919053.4640999995,-1.0
491499.75879999995,5919054.461100001,-1.0
491499.68180000037,5919055.4582,-1.0
491499.6047,5919056.4552,-1.0
491499.52770000044,5919057.452199999,-1.0
491499.4506000001,5919058.4493,-1.0
491499.3735999996,5919059.4463,-1.0
491499.2965000002,5919060.443299999,-1.0
491499.21949999966,5919061.440300001,-1.0
491499.1425000001,5919062.4374,-1.0
491499.06539999973,5919063.4344,-1.0
491498.98840000015,5919064.431399999,-1.0
491498.9112999998,5919065.428400001,-1.0
491498.8343000002,5919066.4255,-1.0
491498.7571999999,5919067.422499999,-1.0
491498.6802000003,5919068.419500001,-1.0
491498.60309999995,5919069.4166,-1.0
491498.52610000037,5919070.4136,-1.0
491498.449,5919071.410599999,-1.0
491498.37200000044,5919072.4076000005,-1.0
491498.2949000001,5919073.4047,-1.0
491498.2178999996,5919074.401699999,-1.0
491498.14080000017,5919075.398700001,-1.0
491498.06379999965,5919076.3957,-1.0
491497.98670000024,5919077.3928,-1.0
491497.9096999997,5919078.389799999,-1.0
491497.8326000003,5919079.3868,-1.0
491497.7555999998,5919080.3839,-1.0
491497.6785000004,5919081.380899999,-1.0
491497.6014999999,5919082.377900001,-1.0
491497.52440000046,5919083.3749,-1.0
491497.44739999995,5919084.3719999995,-1.0
491497.37040000036,5919085.369000001,-1.0
491497.2933,5919086.366,-1.0
491497.21630000044,5919087.363,-1.0
491497.1392000001,5919088.360099999,-1.0
491497.0621999996,5919089.357100001,-1.0
491496.98510000017,5919090.3541,-1.0
491496.90809999965,5919091.351199999,-1.0
491496.83100000024,5919092.348200001,-1.0
491496.7539999997,5919093.3452,-1.0
491496.6769000003,5919094.3422,-1.0
491496.5998999998,5919095.339299999,-1.0
491496.5228000004,5919096.336300001,-1.0
491496.44579999987,5919097.3333,-1.0
491496.36870000046,5919098.3303,-1.0
491496.29169999994,5919099.327400001,-1.0
491496.2145999996,5919100.3244,-1.0
491496.1376,5919101.3214,-1.0
491496.0604999997,5919102.318499999,-1.0
491495.9835000001,5919103.3155000005,-1.0
491495.90639999975,5919104.3125,-1.0
491495.82940000016,5919105.3094999995,-1.0
491495.7522999998,5919106.306600001,-1.0
491495.67530000024,5919107.3036,-1.0
491495.5982999997,5919108.3006,-1.0
491495.5212000003,5919109.297599999,-1.0
491495.4441999998,5919110.2947,-1.0
491495.3671000004,5919111.2917,-1.0
491495.29009999987,5919112.288699999,-1.0
491495.21300000045,5919113.285800001,-1.0
491495.13599999994,5919114.2828,-1.0
491495.0588999996,5919115.2798,-1.0
491494.9819,5919116.276799999,-1.0
491494.90479999967,5919117.2739,-1.0
491494.8278000001,5919118.2709,-1.0
491494.75069999974,5919119.267899999,-1.0
491494.67370000016,5919120.264900001,-1.0
491494.5965999998,5919121.262,-1.0
491494.51960000023,5919122.259,-1.0
491494.4424999999,5919123.255999999,-1.0
491494.3655000003,5919124.2531,-1.0
491494.28839999996,5919125.2501,-1.0
491494.2114000004,5919126.247099999,-1.0
491494.13430000003,5919127.244100001,-1.0
491494.05730000045,5919128.2412,-1.0
491493.9802000001,5919129.2382,-1.0
491493.9031999996,5919130.235200001,-1.0
491493.8262,5919131.2323,-1.0
491493.74909999967,5919132.2293,-1.0
491493.6721000001,5919133.226299999,-1.0
491493.59499999974,5919134.223300001,-1.0
491493.51800000016,5919135.2204,-1.0
491493.4408999998,5919136.2173999995,-1.0
491493.36390000023,5919137.214400001,-1.0
491493.2867999999,5919138.2114,-1.0
491493.2098000003,5919139.2085,-1.0
491493.13269999996,5919140.205499999,-1.0
491493.0557000004,5919141.202500001,-1.0
491492.97860000003,5919142.1996,-1.0
491492.90160000045,5919143.196599999,-1.0
491492.8245000001,5919144.193600001,-1.0
491492.7474999996,5919145.1906,-1.0
491492.6704000002,5919146.1877,-1.0
491492.59339999966,5919147.184699999,-1.0
491492.51630000025,5919148.181700001,-1.0
491492.43929999974,5919149.1787,-1.0
491492.3622000003,5919150.175799999,-1.0
491492.2851999998,5919151.172800001,-1.0
491492.2081000004,5919152.1698,-1.0
491492.1310999999,5919153.1669,-1.0
491492.0541000003,5919154.163899999,-1.0
491491.97699999996,5919155.1609000005,-1.0
491491.9000000004,5919156.1579,-1.0
491491.8229,5919157.154999999,-1.0
491491.74590000045,5919158.152000001,-1.0
491491.6688000001,5919159.149,-1.0
491491.5917999996,5919160.146,-1.0
491491.5147000002,5919161.143100001,-1.0
491491.43769999966,5919162.1401,-1.0
491491.36060000025,5919163.1371,-1.0
491491.28359999973,5919164.134199999,-1.0
491491.2065000003,5919165.131200001,-1.0
491491.1294999998,5919166.1282,-1.0
491491.0524000004,5919167.1252,-1.0
491490.9753999999,5919168.122300001,-1.0
491490.89829999954,5919169.1193,-1.0
491490.82129999995,5919170.1163,-1.0
491490.7441999996,5919171.113299999,-1.0
491490.6672,5919172.110400001,-1.0
491490.5900999997,5919173.1074,-1.0
491490.5131000001,5919174.1044,-1.0
491490.43599999975,5919175.101500001,-1.0
491490.3590000002,5919176.0985,-1.0
491490.2818999998,5919177.0955,-1.0
491490.20490000024,5919178.092499999,-1.0
491490.12789999973,5919179.0896000005,-1.0
491490.0508000003,5919180.0866,-1.0
491489.9737999998,5919181.0836,-1.0
491489.8967000004,5919182.080600001,-1.0
491489.8196999999,5919183.0777,-1.0
491489.74260000046,5919184.0747,-1.0
491489.66559999995,5919185.071699999,-1.0
491489.5884999996,5919186.0688000005,-1.0
491489.5115,5919187.0658,-1.0
491489.4343999997,5919188.0627999995,-1.0
491489.3574000001,5919189.059800001,-1.0
491489.28029999975,5919190.0569,-1.0
491489.20330000017,5919191.0539,-1.0
491489.1261999998,5919192.050899999,-1.0
491489.04920000024,5919193.047900001,-1.0
491488.9720999999,5919194.045,-1.0
491488.8951000003,5919195.041999999,-1.0
491488.81799999997,5919196.039000001,-1.0
491488.7410000004,5919197.0361,-1.0
491488.66390000004,5919198.0331,-1.0
491488.58690000046,5919199.030099999,-1.0
491488.5098000001,5919200.0271000005,-1.0
491488.4327999996,5919201.0242,-1.0
491488.3558,5919202.021199999,-1.0
491488.2786999997,5919203.018200001,-1.0
491488.2017000001,5919204.0153,-1.0
491488.12459999975,5919205.0123,-1.0
491488.04760000017,5919206.009299999,-1.0
