x,y,z
474136.1891999999,5929446.5505,-16
474134.13019999955,5929470.4618999995,-16
474132.08829999994,5929497.384500001,-16
474130.3969999999,5929523.329299999,-16
474128.97559999954,5929549.2903,-16
474127.8241999997,5929575.264699999,-16
474127.78529999964,5929576.263900001,-15
474127.63379999995,5929580.261,-15
474127.59690000024,5929581.260399999,-16
474126.9145999998,5929602.2491999995,-16
474126.40859999973,5929623.243000001,-16
474126.09059999976,5929643.240499999,-16
474125.92899999954,5929664.239800001,-16
474125.9732999997,5929690.239600001,-16
474126.27080000006,5929715.2377,-16
474126.8183000004,5929740.2316,-16
474127.6157999998,5929765.218800001,-16
474128.7576000001,5929792.194499999,-16
474128.8054999998,5929793.193399999,-15
474130.54870000016,5929825.1457,-15
474132.7746000001,5929858.0703,-15
474135.26130000036,5929888.9702,-15
474138.22979999986,5929920.832,-15
474141.49430000037,5929951.659399999,-15
474145.2648,5929983.4363,-15
474148.89740000013,5930011.1995,-15
474152.8406999996,5930038.920299999,-15
474152.98730000015,5930039.909499999,-16
474153.4293999998,5930042.876700001,-16
474213.27219999954,5930501.993100001,-16
474213.4014999997,5930502.9847,-19
474273.62990000006,5930965.076099999,-19
474273.7591000004,5930966.0678,-24
474333.9874999998,5931428.1592,-24
474334.11679999996,5931429.150900001,-25
474394.34520000033,5931891.2423,-25
474394.47449999955,5931892.233899999,-22
474454.7028999999,5932354.3254,-22
474454.83210000023,5932355.317,-20
474515.1897999998,5932818.4001,-20
474515.31900000013,5932819.3917,-17
474575.54750000034,5933281.483200001,-17
474575.6766999997,5933282.4748,-19
474694.7117999997,5934195.7501,-19
474696.2627999997,5934207.6493999995,-19
474696.392,5934208.641000001,-18
474705.4391999999,5934278.0539,-18
474705.56850000005,5934279.045499999,-17
474756.6205000002,5934670.7325,-17
474756.7496999996,5934671.724099999,-18
474816.97809999995,5935133.8156,-18
474817.1074000001,5935134.8072,-19
474937.82270000037,5936060.9734000005,-19
474937.9519999996,5936061.965,-20
474966.90299999993,5936284.086200001,-20
474998.18039999995,5936524.056500001,-20
474998.30960000027,5936525.0481,-19
475118.8957000002,5937450.2227,-19
475119.0250000004,5937451.214299999,-18
475239.7402999997,5938377.3805,-18
475239.86950000003,5938378.372099999,-17
475280.8404000001,5938692.713300001,-17
475280.9696000004,5938693.7049,-16
475360.4556,5939303.546700001,-16
475360.58490000013,5939304.5383,-17
475410.7320999997,5939689.284,-17
475412.30119999964,5939708.218599999,-17
475413.8485000003,5939729.1614,-17
475415.2198999999,5939750.116599999,-17
475416.4151999997,5939771.0825,-17
475417.3898,5939791.058599999,-17
475418.2411000002,5939812.041300001,-17
475418.91610000003,5939833.0304000005,-17
475419.39499999955,5939853.024599999,-17
475419.72580000013,5939874.0219,-17
475419.87679999974,5939894.021299999,-17
475419.8630999997,5939915.021299999,-17
475419.6860999996,5939935.020400001,-17
475419.3491000002,5939955.0175,-17
475418.8230999997,5939976.0109,-17
475418.1207999997,5939996.9991,-17
475417.2879999997,5940016.981699999,-17
475416.2416000003,5940037.955499999,-17
475415.0811999999,5940057.921800001,-17
475413.7611999996,5940077.8781,-17
475412.2034,5940098.8202,-17
475410.46970000025,5940119.748400001,-17
475408.6551999999,5940139.665899999,-17
475406.6814000001,5940159.5682,-17
475404.43759999983,5940180.448000001,-17
475401.5378999999,5940205.279100001,-17
475398.38999999966,5940230.08,-17
475398.2589999996,5940231.0714,-16
475394.99430000037,5940254.848200001,-16
475391.8013000004,5940276.6152,-16
475388.4168999996,5940298.3533,-16
475384.84140000027,5940320.060699999,-16
475381.07490000036,5940341.7358,-16
475375.25629999954,5940373.202099999,-16
475369.23589999974,5940403.6117,-16
475362.83889999986,5940433.9443,-16
475355.8415000001,5940465.1697,-16
475348.6821999997,5940495.3314,-16
475340.90020000003,5940526.3705,-16
475332.72169999965,5940557.307499999,-16
475324.42169999983,5940587.1755,-16
475318.8705000002,5940606.389699999,-16
475313.1659000004,5940625.558800001,-16
475292.05040000007,5940694.3928,-16
475291.7566999998,5940695.3488,-18
475291.4631000003,5940696.3047,-18
475291.1694,5940697.260600001,-17
475149.3354000002,5941158.9662,-17
475149.04169999994,5941159.9221,-22
474864.199,5942087.1570999995,-22
474863.9053999996,5942088.113,-21
474853.04030000046,5942123.481799999,-21
474478.92729999963,5943341.313999999,-21
474478.6336000003,5943342.27,-22
474150.9177000001,5944409.0681,-22
474150.62399999984,5944410.024,-21
473937.7262000004,5945103.0604,-21
473937.4325000001,5945104.0163,-20
473723.0663999999,5945801.8323,-20
473722.7726999996,5945802.7882,-23
473580.35140000004,5946266.4057,-23
473580.0576999998,5946267.3616,-24
473437.6364000002,5946730.9791,-24
473437.3426999999,5946731.9350000005,-23
473396.8186999997,5946863.8509,-23
473396.5250000004,5946864.8068,-24
473352.7708999999,5947007.2378,-24
473294.92140000034,5947195.5525,-24
473294.62770000007,5947196.508400001,-23
472586.63210000005,5949501.2129999995,-23
472586.3384999996,5949502.1689,-24
472438.9249999998,5949982.036900001,-24
472438.6314000003,5949982.992799999,-25
472316.47200000007,5950380.6523,-25
472316.1783999996,5950381.608200001,-26
472296.20999999996,5950446.610300001,-26
472295.91640000045,5950447.566199999,-27
472011.0736999996,5951374.801100001,-27
472010.78000000026,5951375.756999999,-28
471868.35869999975,5951839.374500001,-28
471868.0650000004,5951840.330399999,-27
471012.36230000015,5954625.858899999,-27
471012.0686999997,5954626.8148,-26
470441.5022999998,5956484.1524,-26
470441.2087000003,5956485.1083,-25
470429.7561999997,5956522.388900001,-25
470429.4626000002,5956523.344799999,-26
470298.78729999997,5956948.7258,-26
470298.49370000046,5956949.681700001,-25
470156.0723000001,5957413.2992,-25
470155.7786999997,5957414.255100001,-22
470013.35730000027,5957877.8726,-22
470013.0636999998,5957878.828500001,-21
469870.6423000004,5958342.446,-21
469870.3487,5958343.401900001,-20
469727.92729999963,5958807.019300001,-20
469727.6337000001,5958807.975299999,-19
469157.36099999957,5960664.357000001,-19
469157.0673000002,5960665.312899999,-20
469014.6459999997,5961128.930400001,-20
469014.3523000004,5961129.886299999,-21
468871.93099999987,5961593.503699999,-21
468871.6372999996,5961594.4597,-22
468816.4307000004,5961774.1712,-22
468816.13709999993,5961775.1271,-23
468586.79470000044,5962521.694599999,-23
468586.50100000016,5962522.6504999995,-23
468586.2073999997,5962523.6064,-21
468443.7860000003,5962987.2239,-21
468443.4923999999,5962988.1798,-19
468158.64969999995,5963915.4147,-19
468149.0558000002,5963945.942500001,-19
468139.07189999986,5963976.344900001,-19
468128.69969999976,5964006.6171,-19
468117.5985000003,5964037.693600001,-19
468106.4428000003,5964067.685799999,-19
468094.90419999976,5964097.5329,-19
468082.9844000004,5964127.229800001,-19
468070.2951999996,5964157.692299999,-19
468057.6074000001,5964187.0693,-19
468049.48699999973,5964205.3465,-19
468041.2207000004,5964223.5582,-19
468032.8088999996,5964241.703199999,-19
468024.2522999998,5964259.780300001,-19
468010.70440000016,5964287.663000001,-19
468010.26159999985,5964288.559599999,-20
468003.1283999998,5964302.8815,-20
467988.12760000024,5964332.274700001,-20
467973.2120000003,5964360.5856,-20
467957.9352000002,5964388.703400001,-20
467941.8054999998,5964417.4925,-20
467925.80289999954,5964445.203600001,-20
467909.4469999997,5964472.707599999,-20
467892.7402999997,5964500,-20
467875.14719999954,5964527.9189,-20
467857.73670000024,5964554.7677,-20
467839.42370000016,5964582.219799999,-20
467821.3211000003,5964608.607000001,-20
467802.8821999999,5964634.760199999,-20
467791.18850000016,5964650.985400001,-20
467779.3652999997,5964667.1164,-20
467767.4134999998,5964683.1524,-20
467755.33380000014,5964699.0922,-20
467739.44020000007,5964719.6686,-20
467738.82459999993,5964720.456700001,-21
467726.44739999995,5964736.1666,-21
467705.7514000004,5964761.869999999,-21
467684.71800000034,5964787.297900001,-21
467663.35080000013,5964812.445900001,-21
467642.31570000015,5964836.5605,-21
467632.34970000014,5964847.7711,-21
467631.68290000036,5964848.5164,-22
467610.18879999965,5964872.2227,-22
467596.6015999997,5964886.898700001,-22
467582.89740000013,5964901.465500001,-22
467569.07710000034,5964915.9223,-22
467555.1414999999,5964930.267999999,-22
467532.60730000027,5964952.9879,-22
467509.06630000006,5964976.113700001,-22
467485.2220999999,5964998.9268,-22
467461.8147,5965020.746099999,-22
467438.1300999997,5965042.2641,-22
467413.41889999993,5965064.1351,-22
467389.1827999996,5965085.029999999,-22
467364.68120000046,5965105.613,-22
467339.9183,5965125.880799999,-22
467314.8979000002,5965145.8299,-22
467288.8304000003,5965166.065199999,-22
467263.29980000015,5965185.357100001,-22
467237.5245000003,5965204.320699999,-22
467210.6917000003,5965223.5296,-22
467184.43200000003,5965241.8167,-22
467157.10890000034,5965260.321599999,-22
467140.4314000001,5965271.3606,-22
467123.66610000003,5965282.265799999,-22
467106.8141000001,5965293.036499999,-22
467089.87650000025,5965303.6721,-22
467071.14749999996,5965315.214299999,-22
467070.2938000001,5965315.734999999,-23
467048.8833999997,5965328.641899999,-23
467021.2916000001,5965344.849300001,-23
466993.49459999986,5965360.702199999,-23
466964.6189000001,5965376.6764,-23
466936.4190999996,5965391.801200001,-23
466908.02809999976,5965406.5638999995,-23
466879.45050000027,5965420.961999999,-23
466850.6908999998,5965434.993100001,-23
466820.84700000007,5965449.0759,-23
466792.6447999999,5965461.9453,-23
466765.2023,5965474.0657,-23
466736.6945000002,5965486.243100001,-23
466708.0378999999,5965498.066199999,-23
466679.2368000001,5965509.533,-23
466650.29580000043,5965520.641899999,-23
466621.2193,5965531.391000001,-23
466592.9559000004,5965541.4493,-23
466563.6257999996,5965551.4858,-23
466534.17349999957,5965561.1578,-23
466503.6476999996,5965570.757999999,-23
466473.9610000001,5965579.684900001,-23
466453.7888000002,5965585.522700001,-23
466433.5683000004,5965591.1908,-23
466413.30090000015,5965596.6888999995,-23
466393.9562999997,5965601.7667,-23
466374.5717000002,5965606.6896,-23
466373.60140000004,5965606.931600001,-22
466357.09229999967,5965610.987500001,-22
466320.09250000026,5965619.6469,-22
465566.0694000004,5965789.876700001,-22
465565.0939999996,5965790.096899999,-21
465279.28699999955,5965854.621200001,-21
465278.31159999967,5965854.841399999,-22
463910.7302000001,5966163.589299999,-22
463909.7548000002,5966163.8094999995,-23
463440.56319999974,5966269.735099999,-23
463439.58770000003,5966269.9553,-24
463198.65160000045,5966324.350199999,-24
463171.37880000006,5966330.6894000005,-24
463145.1489000004,5966337.0911,-24
463118.9896,5966343.775800001,-24
463092.9040000001,5966350.7425,-24
463059.2039999999,5966360.1921,-24
463025.6397000002,5966370.112400001,-24
462992.21750000026,5966380.501700001,-24
462957.9956,5966391.674900001,-24
462924.8819000004,5966403.009099999,-24
462890.9911000002,5966415.149599999,-24
462857.27859999985,5966427.776799999,-24
462824.6802000003,5966440.5174,-24
462816.32689999975,5966443.8673,-24
462815.3995000003,5966444.2413,-25
462783.0356999999,5966457.5666000005,-25
462771.0628000004,5966462.631200001,-25
462269.66669999994,5966676.236,-25
462268.7467,5966676.627900001,-26
462168.5946000004,5966719.2947,-26
